data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,69.80167519030176,3.8670268359282853,1.0,1.0,79.60724232291666,5.779851006675362,1.0,1.0,10.055185134577512,8.803490459892261,1.0,0.9999999999999998,54.275059536907634,12.253535470750107,0.9999999999999999,1.0,35.669755328514846,12.223815029418308,0.9999999999999999,0.9999999999999999,89.94481486542247,8.803490459892261,1.0,1.0
similarity,55.38348358159326,4.257639271334538,0.32067739583552185,0.3167225775910703,63.852530333333334,4.113412319882313,0.3021059487624837,0.2317099843864142,27.89700149650064,12.623158204833798,0.4138754688254598,0.35100680317836414,19.170386537969858,8.748337569985138,0.04608495048515102,0.041564555402042486,52.932611965529496,19.037414474433646,0.34853669656540665,0.32019185356140106,72.10299850349935,12.6231582048338,0.4138754688254598,0.3510068031783641
