data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,70.94704247975034,3.862838746101238,1.0,1.0,74.31855104166668,4.141724538568742,1.0,1.0,15.715145127921843,13.412842952027237,0.9999999999999999,0.9999999999999999,33.794548581301484,15.662883053580071,1.0,1.0,50.490306290776665,19.342968684601033,1.0,1.0,84.28485487207814,13.412842952027237,0.9999999999999999,1.0
similarity,61.97790297371585,3.990274295802204,0.12120718666883788,0.14184467785246307,62.870003625,4.4793107684252735,0.02811550151975684,0.04489158626766767,43.367369725677385,14.90544150258553,0.2871156682747569,0.3768361116170228,19.80224066961348,10.548804544215471,0.06852737114353848,0.1274913530125871,36.830389604709126,20.221783157442157,0.42147840501997597,0.46302115448422215,56.632630274322615,14.905441502585528,0.2871156682747569,0.37683611161702296
