data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,73.55873761257803,3.184667547731619,1.0,1.0,72.45918077083333,5.017579302814608,1.0,1.0,15.715145127921843,13.412842952027237,0.9999999999999999,0.9999999999999999,33.794548581301484,15.662883053580071,1.0,1.0,50.490306290776665,19.342968684601033,1.0,1.0,84.28485487207814,13.412842952027237,0.9999999999999999,1.0
paraphrase,74.05633584880566,2.85215163986601,0.5103541866447466,0.5097217926961026,73.44968602083334,4.392051755960046,0.8046026921406861,0.8638400549436168,16.318882826938502,12.619294933594864,0.5185328047383375,0.6560732034493627,33.905771533220836,18.163287413507486,0.6651281847362938,0.6976347115530074,49.77534563984065,22.791779576040167,0.737152165332052,0.766369430903536,83.68111717306148,12.619294933594865,0.5185328047383375,0.6560732034493626
