data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,70.94704247975034,3.862838746101238,1.0,1.0,74.31855104166668,4.141724538568742,1.0,1.0,20.555458238120895,15.171823567091073,1.0,1.0,33.794548581301484,15.662883053580071,1.0,1.0,45.64999318057762,18.090789530837537,1.0,1.0,79.44454176187911,15.171823567091073,1.0,1.0
paraphrase,72.40211791406993,3.2194899727375406,0.45062013206271195,0.5699480612657464,75.88338358333333,3.2898338893046892,0.5343030829353018,0.6399126633608134,22.048568537439788,13.929932550507102,0.4569070529193058,0.4982747864780598,33.905771533220836,18.163287413507486,0.6651281847362938,0.6976347115530074,44.04565992933937,20.82147509284291,0.6723768217231398,0.6883725304858332,77.95143146256021,13.929932550507102,0.4569070529193058,0.49827478647805984
