data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,69.80167519030176,3.8670268359282853,1.0,1.0,79.60724232291666,5.779851006675362,1.0,1.0,11.027344927724329,12.107065293028272,0.9999999999999999,1.0,28.513727019736013,14.654030824000738,0.9999999999999999,1.0,60.458928052539655,18.126340216084994,1.0,1.0,88.97265507227569,12.107065293028272,0.9999999999999999,0.9999999999999999
selfparaphrase,45.41454122378718,3.6992437579981154,0.22992373878796046,0.24092181571054516,34.95007597916667,4.780874843569169,0.030937907077724706,-0.06987325777175368,36.56593449509043,25.331879625007772,0.3073832510591676,0.34001676008888365,0.4856700147629871,0.955101577469996,-0.024481208844324684,-0.025982364325703056,62.948395490146574,25.523204656874363,0.2571048583706909,0.40069111976905064,63.434065504909576,25.331879625007772,0.3073832510591676,0.34001676008888393
