data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,69.80167519030176,3.8670268359282853,1.0,1.0,79.60724232291666,5.779851006675362,1.0,1.0,11.038936587215545,9.285843855974443,1.0,1.0,54.275059536907634,12.253535470750107,0.9999999999999999,1.0,34.686003875876814,12.235177609590712,1.0,0.9999999999999999,88.96106341278444,9.285843855974441,1.0,0.9999999999999998
paraphrase,71.47002481159281,3.078889337200134,0.499796455797814,0.5196857483133628,81.33789397916667,4.976137758669377,0.775184541901867,0.7310161823145316,11.47233881260844,8.659910824233734,0.5119567874636463,0.6771055799533731,53.40955630738235,13.504769704224682,0.66568962807723,0.7149975119000687,35.118104880009206,14.026349013898894,0.7131610381148875,0.7673472092042796,88.52766118739156,8.659910824233732,0.5119567874636463,0.6771055799533727
