data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,72.40833382698067,3.144058455254632,1.0,0.9999999999999999,76.57508877083332,5.3765948721819585,1.0,1.0,11.038936587215545,9.285843855974443,1.0,1.0,54.275059536907634,12.253535470750107,0.9999999999999999,1.0,34.686003875876814,12.235177609590712,1.0,0.9999999999999999,88.96106341278444,9.285843855974441,1.0,0.9999999999999998
similarity,55.38348358159326,4.257639271334538,0.31226422786759594,0.3134474837505839,63.852530333333334,4.113412319882313,0.38981762917933127,0.30274546312413714,32.963656862208985,12.85999239279429,0.32844773878665073,0.3019553971326186,19.170386537969858,8.748337569985138,0.04608495048515102,0.041564555402042486,47.86595659982115,18.930874413266523,0.3576198495959556,0.3308933731661211,67.03634313779101,12.859992392794288,0.32844773878665073,0.3019553971326187
