data_type,mean(ds),std_dev(ds),corr(ds),rank_corr(ds),mean(bs),std_dev(bs),corr(bs),rank_corr(bs),mean(nli_contrast_ent),std_dev(nli_contrast_ent),corr(nli_contrast_ent),rank_corr(nli_contrast_ent),mean(nli_contrast_neut),std_dev(nli_contrast_neut),corr(nli_contrast_neut),rank_corr(nli_contrast_neut),mean(nli_contrast_cont),std_dev(nli_contrast_cont),corr(nli_contrast_cont),rank_corr(nli_contrast_cont),mean(nli_contrast_agg),std_dev(nli_contrast_agg),corr(nli_contrast_agg),rank_corr(nli_contrast_agg)
base,73.55873761257803,3.184667547731619,1.0,1.0,72.45918077083333,5.017579302814608,1.0,1.0,4.6874551102492275,7.424521477750158,1.0,0.9999999999999999,50.92766474151923,23.123561847330382,1.0,1.0,44.38488014823154,24.047063913382285,1.0,1.0,95.31254488975078,7.424521477750158,1.0,1.0
negation,44.522648674730135,5.651201496153041,0.2514180259834355,0.25254601199721655,50.634354645833334,6.060473580660251,0.3379287885366913,0.43616092043836713,1.6509589947089942,4.112702394601483,-0.008298568477367764,-0.08189123467345914,0.4166666666666667,2.8565227501671018,-0.20542504369532263,-0.18608227502743047,97.93237433862434,4.8680842275504554,0.07448740921638784,-0.006589201571372642,98.349041005291,4.112702394601483,-0.008298568477367764,-0.08189123467345891
